Item_ID	Sentence	Context	HasPrecedingContent	HasFollowingContent	IsInDisfluency	HasMoreThanOneOr	HasHedge	containsNumber	eitherPresent	orNotPresent	sentenceHasVP	head	maunalHedge
26474:25	in our parking lots, uh, two or three days ago i saw one of the new honda sports cars.	###SpeakerA59*t59 . ###Uh-huh . E_S ###You know , the only thing -NONE- I 'm looking , at -N403E25 right now , um , E_S ###SpeakerB60*t59 . ###SpeakerA61*t61 . ###\[ I just , \+ I just \] bought , you know , the Nissan that I 've got -N403F26 about , uh , say , nine months ago , I guess -NONE- it was -N403F69 . E_S ###So the only thing \[ that , \+ that \] -N4040EA would get me to change cars right now would be if , E_S ###see , at the moment I 'm single , E_S ###and if I were -N40427F to get married -N404292 and have a family that would have -N4042B5 to have something -NONE- -NONE- to do -N4042D8 with it . E_S ###But , uh , I do n't have any plans -N40442D for probably another two , three years of -N404454 even looking , you know . E_S ###SpeakerB62*t62 . ###Uh-huh . E_S ###SpeakerA63*t63 . ###Uh , cars are too expensive -N404577 right now -NONE- \[ to , \+ uh to \] even think about -N4045A6 buying new cars every couple of years , you know E_S ###SpeakerB64*t64 . ###I , E_S ###yeah . E_S ###SpeakerA65*t65 . ###it 's E_S ###SpeakerB66*t66 . 	yes	yes	no	no	no	yes	no	no	yes	S	no
26479:17	it's the thirty-five or forty thousand dollar one, whatever it is --n40496a,	###\[ I just , \+ I just \] bought , you know , the Nissan that I 've got -N403F26 about , uh , say , nine months ago , I guess -NONE- it was -N403F69 . E_S ###So the only thing \[ that , \+ that \] -N4040EA would get me to change cars right now would be if , E_S ###see , at the moment I 'm single , E_S ###and if I were -N40427F to get married -N404292 and have a family that would have -N4042B5 to have something -NONE- -NONE- to do -N4042D8 with it . E_S ###But , uh , I do n't have any plans -N40442D for probably another two , three years of -N404454 even looking , you know . E_S ###SpeakerB62*t62 . ###Uh-huh . E_S ###SpeakerA63*t63 . ###Uh , cars are too expensive -N404577 right now -NONE- \[ to , \+ uh to \] even think about -N4045A6 buying new cars every couple of years , you know E_S ###SpeakerB64*t64 . ###I , E_S ###yeah . E_S ###SpeakerA65*t65 . ###it 's E_S ###SpeakerB66*t66 . ###In our parking lots , uh , two or three days ago I saw one of the new Honda sports cars . E_S ###SpeakerA67*t67 . ###Uh-huh . E_S ###SpeakerB68*t68 . ###Uh , \[ I , \+ I \] ca n't remember what the name is -N404892 . E_S 	yes	yes	no	no	no	yes	no	no	yes	S	no
26538:60	we won't, we don't, we won't get the recorder or the, uh, system to shut us off, uh, tonight.	###SpeakerA81*t81 . ###Uh-huh . E_S ###SpeakerB82*t82 . ###So I 've never really cared . E_S ###Now , what I was , you know , E_S ###before I was married -N405CBC and before I went to graduate school , I used -N405CEB to do little sports car racing . E_S ###\[ I never , \+ it was never \] my own car E_S ###SpeakerA83*t83 . ###Uh-huh . E_S ###SpeakerB84*t84 . ###it was always someone else 's . E_S ###And that sort of thing I enjoy -N405F04 , E_S ###but -NONE- to go out and drive , uh , never has really \[ been , \+ had \] any appeal to me in that regard . E_S ###SpeakerA85*t85 . ###Uh-huh . E_S ###SpeakerB86*t86 . ###So . Well I guess -NONE- we 've discussed that enough do n't you think -NONE- -NONE- . E_S ###SpeakerA87*t87 . ###I think so . E_S ###SpeakerB88*t88 . 	yes	yes	no	no	no	no	no	no	yes	S	no
26845:102	and, i guess even back to kennedy, as a matter of fact, i guess kennedy may be the one that --n404f78 actually started the thing, or was, you know, really interested in things like that.	###That 's right . E_S ###SpeakerB109*t108 . ###SpeakerA110*t110 . ###Yeah . E_S ###That 's a real waste too . E_S ###It really is -NONE- . E_S ###SpeakerB111*t111 . ###Yeah , E_S ###it is -NONE- . E_S ###It really is -NONE- . E_S ###SpeakerA112*t112 . ###I do n't really see the emphasis on things like Peace Corps , like -NONE- \[ we , \+ you know , we \] saw -N404CA7 back , I guess , in the Carter administration , E_S ###SpeakerB113*t113 . ###Right . E_S ###SpeakerA114*t114 . ###\[ that was , \+ that was \] a big thing with him . E_S ###SpeakerB115*t115 . ###Yeah , E_S ###yeah . E_S ###SpeakerA116*t116 . 	yes	yes	no	no	no	no	no	no	yes	S	no
26907:20	did you teach in all subjects or in all grade levels	###SpeakerA5*t5 . ###Yeah . E_S ###Well , we have a little bit of a basis for conversation . E_S ###SpeakerB6*t6 . ###MUMBLEx . E_S ###SpeakerA7*t7 . ###I was a substitute teacher for about a year . E_S ###SpeakerB8*t8 . ###Oh , really . E_S ###SpeakerA9*t9 . ###Yeah . E_S ###I , uh , thought -NONE- I wanted -N4004E6 to be a teacher E_S ###\[ so , \+ but \] before I went through all of that I wanted -N4005A8 to see how I was going -N4005C7 to like it -N4005DA . E_S ###SpeakerB10*t10 . ###Uh-huh . E_S ###SpeakerA11*t11 . ###\[ And , \+ and \] they , uh , E_S ###in Alabama , where I came from -N4007A3 \[ they , \+ they \] allow you to substitute if you got a four year degree . E_S ###So I went out and played substitute for a while and decided , nope , not for me . E_S ###SpeakerB12*t12 . 	yes	yes	no	no	no	no	no	no	yes	SQ	no
27042:33	and you don't know if you were reaching them or not	###Crazy for him to E_S ###but , E_S ###SpeakerA61*t61 . ###Well , I have , E_S ###\[ I , \+ I , \] \+ I 've \] full- , E_S ###I think -NONE- I understood \[ what the , \+ what the \] kid was doing -N40345D E_S ###he was a , uh , E_S ###well -NONE- let 's just say -NONE- he was one of \[ th- , \+ those \] types that you would n't doubt that -N4035C4 he was selling something . E_S ###SpeakerB62*t62 . ###Uh-huh . E_S ###Yeah . E_S ###SpeakerA63*t63 . ###But not a lot -NONE- I could do -N40376B about it . E_S ###SpeakerB64*t64 . ###Well , we had the problem when I was in , with -N403824 teaching , um , E_S ###I was eighth and ninth graders that I worked with -N403909 E_S ###and if we did have \[ a , \+ a \] student come in and they were drunk or they were on something you had the option of -NONE- calling the police and have them taken -N403A09 out of the schools or trying -N403A28 to teach them something while they were there . E_S ###SpeakerA65*t65 . ###Uh-huh . E_S ###SpeakerB66*t66 . 	yes	yes	no	no	no	no	no	yes	yes	S	no
27268:38	we're going --n407e81 to send our kid here for seven or eight hours a day	###Oh yeah . E_S ###SpeakerB154*t154 . ###you know , they 're kind of fearful of , everything . E_S ###SpeakerA155*t154 . ###SpeakerA157*t157 . ###Well , lawyers help -N407974 create that . E_S ###SpeakerB158*t158 . ###\[ That 's , \+ that 's , \] E_S ###well , at least I 've heard that E_S ###\[ I , \+ I , \] \+ I \] have n't fortunately been in a situation where it 's , been applicable to me -N407B16 E_S ###SpeakerA159*t158 . ###SpeakerB160*t160 . ###but MUMBLEx , E_S ###Uh-huh . E_S ###SpeakerA161*t161 . ###Well , \[ I think , \+ I think , \] -NONE- \[ I , \+ I \] mean what we 've turned the school schools into -N407CBA now are just day-care centers E_S ###SpeakerB162*t161 . ###SpeakerA163*t163 . ###you know , somebody , E_S ###okay , E_S 	yes	yes	no	no	no	yes	no	no	yes	S	no
27828:55	our generation was, uh, so in tuned to music of that time that we identify goodness or badness --n404659 with, uh, things now with the music that --n404688's behinds them.	###I find it -N403DD7 very interesting that some television shows that I enjoy -N403E02 I particularly like the music . E_S ###I do n't know which -N403EFB is chicken and egg in that situation . E_S ###Uh , a good example would be , uh , E_S ###I have connections \[ but , \+ but \] not particularly deep ones to the Vietnamese war type situations , E_S ###SpeakerA21*t21 . ###Uh-huh . E_S ###SpeakerB22*t22 . ###uh , and I found that I really like CHINA BEACH E_S ###and I particularly like TOUR OF DUTY E_S ###and both of them , I had as much fascination of the background music , I think -NONE- -N40423A going on as I did to the theme of the shows , E_S ###SpeakerA23*t23 . ###Yeah . E_S ###SpeakerB24*t24 . ###uh , and I , I 've , uh , THIRTY SOMETHING I 'm particularly interested , E_S ###but it 's the music -N404481 , almost that I find myself listening to -N4044A8 , uh , E_S ###SpeakerA25*t25 . ###Yeah . E_S ###SpeakerB26*t25 . ###SpeakerA27*t27 . ###I 'm kind of thinking -NONE- that 's maybe , E_S 	yes	yes	no	no	no	no	no	no	yes	S	no
27846:151	uh, and my family now knows if they come into my study and, uh, i happen --n404e49 to have had a tough day at work and maybe i'm trying --n404e84 to get a project done, uh, at school, uh, and i'm humming or whistling in a sort of mad crazy way the tune to downtown they know --n404f0b to just stay away,	###SpeakerA27*t27 . ###I 'm kind of thinking -NONE- that 's maybe , E_S ###our generation was , uh , so in tuned to music of that time that we identify goodness or badness -N404659 with , uh , things now with the music that -N404688 's behinds them . E_S ###SpeakerB28*t28 . ###That could well be -NONE- . E_S ###\[ I , \+ I , \] uh , spent my \[ junior year , \+ uh , and sophomore and junior \] year \[ in , \+ in \] college when I , E_S ###a song by the , uh , uh , E_S ###I think -NONE- the title of it was just Downtown , E_S ###SpeakerA29*t29 . ###Uh-huh . E_S ###SpeakerB30*t30 . ###uh , and if you recall how it goes downtown , ta , da , da , da -N404B2F , E_S ###SpeakerA31*t31 . ###Right . E_S ###SpeakerB32*t32 . ###uh , all -NONE- I have -N404C08 to do -N404C17 is hear that song E_S ###and I get strongly evoked memories \[ of , \+ of \] difficult times in school -NONE- being behind on work , E_S ###SpeakerA33*t33 . ###Uh-huh . E_S ###SpeakerB34*t34 . 	yes	yes	no	no	no	no	no	no	yes	S	no
27863:29	and i have, uh, returned about every four or five years to --n4053d4 thinking that i would like --n4053ef to do something about it.	###SpeakerA33*t33 . ###Uh-huh . E_S ###SpeakerB34*t34 . ###uh , and my family now knows -NONE- if they come into my study and , uh , I happen -N404E49 to have had a tough day at work and maybe I 'm trying -N404E84 to get a project done , uh , at school , uh , and I 'm humming or whistling in a sort of mad crazy way the tune to Downtown they know -N404F0B to just stay away , E_S ###SpeakerA35*t34 . ###SpeakerA37*t37 . ###That 's their signal . E_S ###SpeakerB38*t38 . ###They can hear the unconscious music signal behind it , E_S ###SpeakerA39*t39 . ###Yeah . E_S ###SpeakerB40*t40 . ###that 's right . E_S ###SpeakerA41*t41 . ###When did you first take your , uh , first piano lesson -N4052C2 . E_S ###SpeakerB42*t42 . ###Uh , probably about first grade , E_S ###SpeakerA43*t43 . ###Yeah . E_S ###SpeakerB44*t44 . 	yes	yes	no	no	no	yes	no	no	yes	S	no
27895:52	they went through the, uh, parent thing where you've got --n406447 to practice or you're not going out --n40646e to play --n40647d thing,	###\[ I , \+ I \] always think that I 'll be able -N40588A to do it E_S ###and then I inevitably discover that I have no innate music talent relative to composition and that I struggle and really ca n't quite understand what is -N4059BA that other people take -N4059D1 for granted , in composition themes E_S ###SpeakerA49*t49 . ###Yeah . E_S ###SpeakerB50*t50 . ###and I , E_S ###keys and things are something -N405BA8 to me that -N405BBB remain a mystery no matter how many times I bang -N405BEA on them . E_S ###I have a pretty good mathematical concept for what -N405CFF 's involved , E_S ###SpeakerA51*t51 . ###Right . E_S ###SpeakerB52*t52 . ###uh , but \[ in a , \+ in a \] innate music sense there just seems -N405DDF to be something missing -NONE- there which -N405E02 is always frustrating for me since I have pretty high math aptitude E_S ###and I keep -N405F9B thinking , gee , I thought that all the math and music people are supposed -N405FDE to go hand in hand E_S ###\[ but , \+ but \] it does n't for me . E_S ###SpeakerA53*t52 . ###SpeakerA55*t55 . ###No , E_S ###it 's making \[ that , \+ that \] connection especially with the mechanical parts of it . E_S ###I was never able -N406260 \[ to , \+ to \] master all that . E_S ###In fact my brother and sister both , they were , oh , thirteen , sixteen years older than I -NONE- , E_S 	yes	yes	no	no	no	no	no	no	yes	S	no
27951:28	and there was no such thing as a job or any hope of a job, unti-, well, unless,	###-NONE- take care . E_S ###SpeakerA69*t68 . ###SpeakerB70*t70 . ###Okay . E_S ###Good-bye . E_S ###SpeakerA71*t71 . ###Good-bye . E_S ###SpeakerB72*t71 . ###SpeakerB1*t1 . ###So well , \[ you 're , \+ \[ you , \+ you \] take \] this subject much more personally than I do , I suppose -NONE- -N400076 . E_S ###SpeakerA2*t2 . ###I suppose -NONE- I do because I 've seen a lot of those changes , the changes that women have had -N4001E9 in \[ the last genera- , \+ well , you know , not even the last generation , \] the last fifteen years twenty years , -NONE- going from , E_S ###SpeakerB3*t3 . ###Uh-huh . E_S ###SpeakerA4*t4 . ###well , -NONE- take it back , thirty years E_S ###I 'm going back too far , from my parents ' generation when mom stayed home -N4004EF , period E_S ###SpeakerB5*t5 . ###Yeah . E_S ###SpeakerA6*t6 . 	yes	yes	no	no	no	no	no	no	yes	S	no
27952:63	if you were educated you got, you know, you might teach for a year or two before you got married --n40073e.	###SpeakerA69*t68 . ###SpeakerB70*t70 . ###Okay . E_S ###Good-bye . E_S ###SpeakerA71*t71 . ###Good-bye . E_S ###SpeakerB72*t71 . ###SpeakerB1*t1 . ###So well , \[ you 're , \+ \[ you , \+ you \] take \] this subject much more personally than I do , I suppose -NONE- -N400076 . E_S ###SpeakerA2*t2 . ###I suppose -NONE- I do because I 've seen a lot of those changes , the changes that women have had -N4001E9 in \[ the last genera- , \+ well , you know , not even the last generation , \] the last fifteen years twenty years , -NONE- going from , E_S ###SpeakerB3*t3 . ###Uh-huh . E_S ###SpeakerA4*t4 . ###well , -NONE- take it back , thirty years E_S ###I 'm going back too far , from my parents ' generation when mom stayed home -N4004EF , period E_S ###SpeakerB5*t5 . ###Yeah . E_S ###SpeakerA6*t6 . ###and there was no such thing as a job or any hope of a job , \[ unti- , \+ well , unless , \] E_S 	yes	yes	no	no	no	yes	no	no	yes	S	no
27966:70	there was not, there's not supposed --n400bec to be any reason to use this education or this brain that you might have --n400c37 for anything other than your house and your children and how clean can the bathroom floors be --n400c82 on any given day --n400c99.	###well , -NONE- take it back , thirty years E_S ###I 'm going back too far , from my parents ' generation when mom stayed home -N4004EF , period E_S ###SpeakerB5*t5 . ###Yeah . E_S ###SpeakerA6*t6 . ###and there was no such thing as a job or any hope of a job , \[ unti- , \+ well , unless , \] E_S ###if you were educated \[ you got , \+ you know , you might \] teach for a year or two before you got married -N40073E . E_S ###SpeakerB7*t7 . ###Yeah . E_S ###SpeakerA8*t8 . ###And if you really pushed it , you taught until you had kids or something you know , E_S ###SpeakerB9*t9 . ###Yeah . E_S ###SpeakerA10*t10 . ###\[ if you had , \+ if you were \] a teacher . Then , you know , that was it , until the kids were little . E_S ###SpeakerB11*t11 . ###Yeah , E_S ###\[ you , \+ you \] were n't supposed -N400B10 to want a job . E_S ###SpeakerA12*t12 . ###Yes . E_S 	yes	yes	no	no	no	no	no	no	yes	S	no
28108:116	because if, if i had been allowed --n404d27 to work, you know, maybe thirty hours a week instead of fifty hours a week, i might still be working basically full time or part time, if there was, if there had been some way --n404dd2 to work it out --n404de9,	###well , still -NONE- taking care of the children is a very important job . E_S ###SpeakerA58*t58 . ###Uh-huh . E_S ###SpeakerB59*t59 . ###\[ And , \+ and \] someone 's got -N404365 to do it , and be able -N404388 to do it right , E_S ###\[ and \+ and \] if it 's not mom \[ then , \+ then \] dad or somebody 's got -N4044BA to move in there and do the job , because the kids really need it . E_S ###SpeakerA60*t60 . ###And -NONE- enjoy it , E_S ###\[ that 's , \+ that 's \] the whole thing . E_S ###SpeakerB61*t60 . ###SpeakerA62*t62 . ###Yeah . E_S ###SpeakerB63*t62 . ###SpeakerA64*t64 . ###I think -NONE- that 's the thing that we 're going -N40475C to see -N40476B , E_S ###well , I think -NONE- the biggest thing -NONE- we 're going -N404854 to see -N404863 coming up in the next ten year , \[ even in the , \+ \] even now they 're starting -N4048AE to do it , but I think -NONE- it 's going -N4048E1 to be more in the next ten to fifteen years , is that there 's going -N404928 to be a lot of women , E_S ###and they 're going -N404BF5 to have -N404C04 to work it out to -NONE- working part time . E_S ###SpeakerB65*t65 . ###Uh-huh . E_S ###SpeakerA66*t66 . 	yes	yes	no	no	no	no	no	no	yes	SBAR	no
28157:45	it's just convincing your husband that that's important, or that it's important enough for him to do it.	###so jobs have -N405988 to , I guess , become more flexible . E_S ###SpeakerA80*t80 . ###I think -NONE- they 're really going -N405A44 to have -N405A53 to -NONE- , E_S ###\[ and not , \+ and not \] just for mothers , for fathers as well . E_S ###SpeakerB81*t81 . ###Yeah . E_S ###SpeakerA82*t82 . ###It 's going -N405BD2 to have -N405BE1 to be both . E_S ###SpeakerB83*t83 . ###Well , \[ so , \+ so \] that 's another thing that -N405CA1 has -N405CAC to adapt is , you know , \[ the , \+ the \] father 's attitudes about , you know , \[ who , \+ whose \] job is this -N405D1F . E_S ###SpeakerA84*t84 . ###Yeah . E_S ###SpeakerB85*t85 . ###Well , \[ it , \+ it 's \] his job too . E_S ###And I , E_S ###to me the only important issue is the children , E_S ###because as far as housework goes , you know , men can do housework just as easily as women , E_S ###and thanks to a lot of new inventions , housework does n't take as much time as it used -N406182 to -NONE- . E_S ###So , uh , E_S ###SpeakerA86*t86 . 	yes	yes	no	no	no	no	no	no	yes	S	no
28170:152	because if he saw mom doing only that you know, all the time he was growing up --n40651a then it --n406529's hard to think of it in that, other, uh, that i should do it or just to think about doing it rather than having someone tell him to do it.	###Well , \[ it , \+ it 's \] his job too . E_S ###And I , E_S ###to me the only important issue is the children , E_S ###because as far as housework goes , you know , men can do housework just as easily as women , E_S ###and thanks to a lot of new inventions , housework does n't take as much time as it used -N406182 to -NONE- . E_S ###So , uh , E_S ###SpeakerA86*t86 . ###It 's just -NONE- convincing your husband \[ that that 's important , \+ or that it 's important \] enough for him to do it . E_S ###SpeakerB87*t87 . ###Yeah E_S ###conv- , E_S ###yeah , E_S ###just , E_S ###yeah , E_S ###con , E_S ###SpeakerA88*t87 . ###SpeakerB89*t89 . ###Yeah , E_S ###well . E_S ###SpeakerA90*t90 . 	yes	yes	no	no	no	no	no	no	yes	SBAR	no
28255:99	they're going --n4086a3 to say to the kids you need --n4086c6 do this, because it needs --n4086e5 to be done --n4086f8 not because it's a woman's job or a man's job, but because it's dirty and it needs --n408757 to be clean.	###SpeakerA122*t122 . ###Uh-huh . E_S ###SpeakerB123*t123 . ###and , uh . E_S ###SpeakerA124*t124 . ###And I think -NONE- \[ that 's , \+ that 's \] going -N407FB8 to show up a lot more now , \[ in the , \+ in the \] next generation \[ of , \+ of \] boys and girls . E_S ###\[ It 's not , \+ they 're not going -N4081AF to , \] \+ the boys in this next generation are not going -N4081E6 to \] have -N4081F9 to be told -N40820C as much this needs -N408223 to be done -N408236 , because mom was there -N408251 saying that dad is there , you know , E_S ###SpeakerB125*t125 . ###Uh-huh . E_S ###SpeakerA126*t125 . ###SpeakerB127*t127 . ###Yeah . E_S ###SpeakerA128*t128 . ###\[ you both got -N4084E8 to , \+ they were both working at \] whatever things -N40851B \[ were , \+ needed \] -N40852E to be done -N408541 . E_S ###SpeakerB129*t129 . ###Um . E_S ###SpeakerA130*t129 . ###SpeakerB131*t131 . ###Uh-huh . E_S ###SpeakerA132*t132 . 	yes	yes	no	no	no	no	no	no	yes	S	no
28388:46	not only do i do p c type things like, uh, using lotus or word processors,	###Huh-uh . E_S ###SpeakerA9*t9 . ###But that 's pretty much everything -NONE- I 've worked with -N40038A E_S ###and , uh , I 've become so accustomed to it that , uh , it 's second nature . E_S ###SpeakerB10*t10 . ###Yeah . E_S ###SpeakerA11*t11 . ###What do you use -N400525 . E_S ###SpeakerB12*t12 . ###Well , I have an , \[ I , \+ I \] B M P S two , model thirty . E_S ###SpeakerA13*t13 . ###Yeah . E_S ###SpeakerB14*t14 . ###It 's \[ kind of , \+ kind of \] getting too slow for me , E_S ###but \[ my job , \+ I 'm \] an E D P auditor , E_S ###so I audit , uh , computer applications both on the personal computer and the mainframe level . E_S ###SpeakerA15*t15 . ###Oh , huh-uh . E_S ###SpeakerB16*t16 . ###And I use my personal computer constantly , E_S 	yes	yes	no	no	no	no	no	no	yes	SINV	no
28706:47	we find it hard to believe --n407193 --n40719a sometimes, or hard to understand --n4071c1 when, uh, we work for a computer company --n4071f0, and, uh,	###We 're pushing real hard though . E_S ###\[ We 're , \+ we 're \] trying , E_S ###well , see , the entire bank is not like that . E_S ###We , E_S ###\[ the , \+ the \] bank philosophy is one of innovation and , -NONE- Lead the market . E_S ###SpeakerA141*t141 . ###Huh-uh . E_S ###SpeakerB142*t142 . ###It 's just -NONE- the audit department happened -N406C9C to be just a little behind the times because \[ the , \+ uh , the \] senior vice president , over audits , is cheap . E_S ###SpeakerA143*t143 . ###Huh-uh . E_S ###SpeakerB144*t144 . ###And it -N406E45 's real hard -NONE- to pry money -N406E68 out of him -NONE- -NONE- \[ to , \+ to \] do these things -N406E9B , E_S ###but \[ I was , \+ I was \] able -N406FC7 to convince him that it would be cost effective and that our board presentations would be much better E_S ###and , E_S ###SpeakerA145*t145 . ###Right . E_S ###SpeakerB146*t146 . ###Um . E_S ###SpeakerA147*t147 . 	yes	yes	no	no	no	no	no	no	yes	S	no
29097:92	i do see a problem with graduating people that, that --n40058d can't read and are not, you know, productive in society or productive to themselves	###SpeakerB128*t128 . ###You can go back to work now . E_S ###SpeakerA129*t129 . ###Well , -NONE- thank you . E_S ###SpeakerB130*t130 . ###-NONE- Thank you . E_S ###SpeakerA131*t131 . ###You have a good day . E_S ###SpeakerB132*t132 . ###Bye-bye . E_S ###SpeakerA133*t133 . ###Bye-bye . E_S ###SpeakerB134*t133 . ###SpeakerB1*t1 . ###Well , \[ in the norman- , \+ in a normal \] route of way -NONE- we do things -N400052 , how about the ladies go first . E_S ###SpeakerA2*t2 . ###All righty . E_S ###Um , well , I , uh , have a four year old who -N4001CE will just be entering public school next year , E_S ###so I 'm really just starting -N4002CB to get involved -N4002DE \[ in , \+ uh , in \] what -N4002FD 's out there and how they do things -N400324 . E_S ###Um , as far as the system as a whole , I really do n't see a problem with it . E_S 	yes	yes	no	no	no	no	no	no	yes	S	no
29159:97	and, uh, i talked to a thirteen year old --n402ddc last night who --n402def's, uh, goes to, uh, one of the plano high schools or junior highs, i guess,	###I think -NONE- they get bogged -N402357 down in a lot of small issues that \[ people , \+ you know , special interest groups \] can blow -N4023B2 up , \[ and , \+ uh , and \] not really get down to -NONE- teaching what -N4023F5 's important . E_S ###SpeakerB15*t15 . ###Uh-huh . E_S ###SpeakerA16*t16 . ###Teaching these kids -NONE- , you know , \[ how \+ \] MUMBLEx really the basics is what it comes down to -N402645 . E_S ###SpeakerB17*t17 . ###Exactly . E_S ###I was astonished -N40275A -N402761 to find out \[ that , \+ that \] across the United States in all public schools it -N4027A4 is not mandatory for them to take phys ed . E_S ###SpeakerA18*t18 . ###Is that right . E_S ###SpeakerB19*t19 . ###\[ Ha- , \+ \] \[ they do n't even , \+ a lot of the school systems do n't even , \] \+ uh , the kids nowadays do n't even \] know \[ what , \+ what \] the president 's fitness education program is all about -N4029EF , E_S ###SpeakerA20*t20 . ###Huh . E_S ###SpeakerB21*t21 . ###they do n't have -N402BCE to do sit-ups and push-ups and all that crap -NONE- we had -N402C05 to do -N402C14 when we were going to school -N402C33 . E_S ###SpeakerA22*t22 . ###I remember . E_S ###SpeakerB23*t23 . ###And , yeah , E_S 	yes	yes	no	no	no	no	no	no	yes	S	no
29161:24	she could either have taken tennis, or weight lifting	###Uh-huh . E_S ###SpeakerA16*t16 . ###Teaching these kids -NONE- , you know , \[ how \+ \] MUMBLEx really the basics is what it comes down to -N402645 . E_S ###SpeakerB17*t17 . ###Exactly . E_S ###I was astonished -N40275A -N402761 to find out \[ that , \+ that \] across the United States in all public schools it -N4027A4 is not mandatory for them to take phys ed . E_S ###SpeakerA18*t18 . ###Is that right . E_S ###SpeakerB19*t19 . ###\[ Ha- , \+ \] \[ they do n't even , \+ a lot of the school systems do n't even , \] \+ uh , the kids nowadays do n't even \] know \[ what , \+ what \] the president 's fitness education program is all about -N4029EF , E_S ###SpeakerA20*t20 . ###Huh . E_S ###SpeakerB21*t21 . ###they do n't have -N402BCE to do sit-ups and push-ups and all that crap -NONE- we had -N402C05 to do -N402C14 when we were going to school -N402C33 . E_S ###SpeakerA22*t22 . ###I remember . E_S ###SpeakerB23*t23 . ###And , yeah , E_S ###and , uh , I talked to a thirteen year old -N402DDC last night who -N402DEF \[ 's , \+ uh , goes \] to , uh , one of the Plano high schools or junior highs , I guess , E_S ###and she said that she had a choice , E_S 	yes	yes	no	no	no	no	yes	no	yes	S	no
29361:19	they will have maybe two or three main stories and just spend a very large amount of time.	###SpeakerB31-1*t31-1 . ###Um , I suppose -NONE- it 's a different attitude that we normally do n't hear -N401837 in the country . E_S ###SpeakerANaN*t31-1 . ###SpeakerA31-2*t31-2 . ###Uh-huh . E_S ###SpeakerBNaN*t31-2 . ###SpeakerB32*t32 . ###Well \[ I , \+ I , \] \+ uh , I \] like the print news much better than the television news because television news tends -N401989 to sensationalize . E_S ###SpeakerA33*t32 . ###SpeakerB34*t34 . ###Uh-huh . E_S ###True , um , E_S ###SpeakerA35*t35 . ###the , E_S ###SpeakerB36*t36 . ###I understand that the MacNeil Lehrer probably does n't . E_S ###SpeakerA37*t37 . ###They , um , tend -N401BAC to spend quite a bit of time on one story . E_S ###SpeakerB38*t38 . ###Uh-huh . E_S 	yes	yes	no	no	no	yes	no	no	yes	S	no
29489:84	again --n404d8d not having, uh, lived through another war, i don't know if that's a common thing that people thought of --n404df4, or if that was a new concern with people.	###SpeakerBNaN*t67-2 . ###SpeakerB68*t68 . ###but they were free rental , videos , that -N4048E2 had something -NONE- -NONE- to do -N404901 with the war . E_S ###SpeakerA69*t68 . ###SpeakerB70*t70 . ###Uh-huh . E_S ###SpeakerA71*t71 . ###Ju- , E_S ###SpeakerB72*t72 . ###Uh , it was , E_S ###SpeakerA73*t73 . ###\[ It- , \+ \] with the children 's aspect . E_S ###Right . E_S ###SpeakerB74*t74 . ###It was something for children , that \[ they , \+ they \] had several advertisements on television pushing parents going and , uh , getting the video and watching it with their children and discussing it and that kind of thing . E_S ###SpeakerA75*t74 . ###SpeakerB76*t76 . ###Uh-huh . E_S ###I suppose -NONE- that is a valuable service . E_S ###SpeakerA77*t77 . 	yes	yes	no	no	no	no	no	no	yes	S	no
29727:27	and it usually takes long stitches over two or three openings in the cloth	###Oh . E_S ###SpeakerA21*t21 . ###And then the , E_S ###at the numbers \[ they , \+ they 're \] kind of outlined and stuff . E_S ###\[ It , \+ it \] was quite bit of work , E_S ###but , you know , it was a lot of fun , too . E_S ###I really like -N401228 doing stuff like that . E_S ###So . E_S ###SpeakerB22*t22 . ###I did some needlepoint years ago , E_S ###and then I got into the Bargello . E_S ###SpeakerA23*t23 . ###Oh , what 's that -N401395 . E_S ###SpeakerB24*t24 . ###Well , it 's an Italian , um , needlework , \[ using , \+ using \] the uh , E_S ###I started -N4014CB to say the canvas , E_S ###but the , uh , huh , E_S ###what kind of cloth -N401597 uses that . E_S ###\[ I , \+ I 've \] just gone blank . E_S ###But it 's used -N401697 with yarn , E_S 	yes	yes	no	no	no	yes	no	no	yes	S	no
30178:66	and whe-, when i finally got over there --n403558, it had fallen, uh, two or three francs to the dollar.	###SpeakerB54*t53 . ###SpeakerA55*t55 . ###Oh really . E_S ###SpeakerB56*t55 . ###SpeakerA57*t57 . ###Yeah . E_S ###SpeakerB58*t58 . ###Plus \[ I would , \+ uh , when they , uh , would \] send the bill -N402FCE , they would automatically convert to the exchange rate . E_S ###SpeakerA59*t59 . ###Right , E_S ###right . E_S ###SpeakerB60*t60 . ###So , now , the only time -NONE- that got -N403146 to be a problem -N40315D was , if the exchange rate changed drastically . E_S ###SpeakerA61*t61 . ###Uh-huh . E_S ###SpeakerB62*t62 . ###Uh , for example , I remember -NONE- on one trip to France when I started -N4032B1 planning the trip -N4032C4 , I think , uh , a dollar was worth nine or ten francs and just in a matter of a week or two the dollar fell against the franc , drastically . E_S ###SpeakerA63*t63 . ###Uh-huh . E_S ###SpeakerB64*t64 . 	yes	yes	no	no	no	yes	no	no	yes	S	no
